index,rank,song,artist_base,artist_all,year,artist_featured
74,75,smile,scarface,scarface  featuring  2pac  and johnny p.,1997, 2pac  and johnny p.
75,76,what's on tonight,montell jordan,montell jordan,1997,
76,77,secret garden,bruce springsteen,bruce springsteen,1997,
77,78,the one i gave my heart to,aaliyah,aaliyah,1997,
78,79,fly like an eagle,seal,seal,1997,
79,80,no time,lil' kim,lil' kim  featuring  puff daddy,1997, puff daddy
80,81,naked eye,luscious jackson,luscious jackson,1997,
81,82,macarena,los del río,los del río,1997,
82,83,on & on,erykah badu,erykah badu,1997,
83,84,don't wanna be a player,joe,joe,1997,
84,85,i shot the sheriff,warren g,warren g,1997,
85,86,you should be mine (don't waste your time),brian mcknight,brian mcknight  featuring  mase,1997, mase
86,87,don't cry for me argentina,madonna,madonna,1997,
87,88,someone,swv,swv  and  puff daddy,1997,
88,89,go the distance,2pac,michael bolton,1997,
89,90,one more time,luke,real mccoy,1997,
90,91,butta love,next,next,1997,
91,92,coco jamboo,mr. president,mr. president,1997,
92,93,twisted,keith sweat,keith sweat,1997,
93,94,barbie girl,aqua,aqua,1997,
94,95,when you're gone,the cranberries,the cranberries,1997,
95,96,let me clear my throat,dj kool,dj kool,1997,
96,97,i like it,the blackout all-stars,the blackout all-stars,1997,
97,98,you're makin' me high,toni braxton,toni braxton,1997,
98,99,you must love me,madonna,madonna,1997,
99,100,let it go,ray j,ray j,1997,
0,1,too close,next,next,1998,
1,2,the boy is mine,brandy norwood,brandy  and  monica,1998,
2,3,you're still the one,shania twain,shania twain,1998,
3,4,truly madly deeply,savage garden,savage garden,1998,
4,5,how do i live,leann rimes,leann rimes,1998,
5,6,together again,janet jackson,janet,1998,
6,7,all my life,k-ci & jojo,k-ci & jojo,1998,
7,8,candle in the wind 1997,elton john,elton john,1998,
8,9,nice & slow,usher,usher,1998,
9,10,i don't want to wait,paula cole,paula cole,1998,
10,11,how's it going to be,third eye blind,third eye blind,1998,
11,12,"no, no, no",destiny's child,destiny's child,1998,
12,13,my heart will go on,celine dion,celine dion,1998,
13,14,gettin' jiggy wit it,brandy,will smith,1998,
14,15,you make me wanna...,usher,usher,1998,
15,16,my way,usher,usher,1998,
16,17,my all,mariah carey,mariah carey,1998,
17,18,the first night,monica,monica,1998,
18,19,been around the world,sean combs,puff daddy  featuring  the notorious b.i.g.  and  mase,1998, the notorious b.i.g.  and  mase
19,20,adia,sarah mclachlan,sarah mclachlan,1998,
20,21,crush,jennifer paige,jennifer paige,1998,
21,22,everybody (backstreet's back),backstreet boys,backstreet boys,1998,
22,23,i don't want to miss a thing,aerosmith,aerosmith,1998,
23,24,body bumpin' (yippie-yi-yo),public announcement,public announcement,1998,
24,25,this kiss,faith hill,faith hill,1998,
25,26,i don't ever want to see you again,uncle sam,uncle sam,1998,
26,27,let's ride,montell jordan,montell jordan  featuring  master p  and  silkk the shocker,1998, master p  and  silkk the shocker
27,28,sex and candy,marcy playground,marcy playground,1998,
28,29,show me love,robyn,robyn,1998,
29,30,a song for mama,boyz ii men,boyz ii men,1998,
30,31,what you want,mase,mase  featuring  total,1998, total
31,32,frozen,madonna,madonna,1998,
32,33,gone till november,wyclef jean,wyclef jean,1998,
33,34,my body,lsg,lsg,1998,
34,35,tubthumping,chumbawamba,chumbawamba,1998,
35,36,deja vu (uptown baby),lord tariq and peter gunz,lord tariq and peter gunz,1998,
36,37,i want you back,'n sync,'n sync,1998,
37,38,when the lights go out,five,five,1998,
38,39,they don't know,jon b.,jon b.,1998,
39,40,make 'em say uhh!,master p,"master p  featuring  fiend ,  silkk the shocker ,  mia x  and  mystikal",1998," fiend ,  silkk the shocker ,  mia x  and  mystikal"
40,41,make it hot,nicole wray,nicole  featuring  missy elliott  and mocha,1998, missy elliott  and mocha
41,42,never ever,all saints,all saints,1998,
42,43,i get lonely,tyrese,janet jackson  featuring  blackstreet,1998, blackstreet
43,44,feel so good,mase,mase  featuring  kelly price,1998, kelly price
44,45,say it,voices of theory,voices of theory,1998,
45,46,kiss the rain,billie myers,billie myers,1998,
46,47,come with me,sean combs,puff daddy  featuring  jimmy page,1998, jimmy page
47,48,romeo and juliet,sylk-e. fyne,sylk-e. fyne  featuring chill,1998,chill
48,49,it's all about me,mýa,mýa  and  sisqo,1998,
49,50,i will come to you,hanson,hanson,1998,
50,51,one week,barenaked ladies,barenaked ladies,1998,
51,52,swing my way,k. p. & envyi,k. p. & envyi,1998,
52,53,the arms of the one who loves you,xscape,xscape,1998,
53,54,my love is the shhh!,somethin' for the people,somethin' for the people  featuring  trina & tamara,1998, trina & tamara
54,55,daydreamin',tatyana ali,tatyana ali,1998,
55,56,we're not making love no more,dru hill,dru hill,1998,
56,57,semi-charmed life,third eye blind,third eye blind,1998,
57,58,i do,lisa loeb,lisa loeb,1998,
58,59,lookin' at me,mase,mase  featuring  puff daddy,1998, puff daddy
59,60,looking through your eyes,leann rimes,leann rimes,1998,
60,61,lately,divine,divine,1998,
61,62,quit playing games (with my heart),backstreet boys,backstreet boys,1998,
62,63,i still love you,next,next,1998,
63,64,time after time,inoj,inoj,1998,
64,65,are you jimmy ray?,jimmy ray,jimmy ray,1998,
65,66,cruel summer,ace of base,ace of base,1998,
66,67,i got the hook up,master p,master p  featuring  sons of funk,1998, sons of funk
67,68,victory,sean combs,puff daddy  featuring  the notorious b.i.g.  and  busta rhymes,1998, the notorious b.i.g.  and  busta rhymes
68,69,too much,spice girls,spice girls,1998,
69,70,ghetto supastar (that is what you are),pras,pras michel  featuring  ol' dirty bastard  and  mýa,1998, ol' dirty bastard  and  mýa
70,71,how deep is your love,dru hill,dru hill  featuring  redman,1998, redman
71,72,friend of mine,kelly price,kelly price  featuring  r. kelly  and  ron isley,1998, r. kelly  and  ron isley
72,73,turn it up (remix)/fire it up,busta rhymes,busta rhymes,1998,
73,74,i'll be,edwin mccain,edwin mccain,1998,
74,75,ray of light,madonna,madonna,1998,
75,76,all for you,brandy,sister hazel,1998,
76,77,touch it,monifah,monifah,1998,
77,78,"money, power & respect",the lox,the lox  featuring  dmx  and  lil' kim,1998, dmx  and  lil' kim
78,79,bitter sweet symphony,the verve,the verve,1998,
79,80,dangerous,busta rhymes,busta rhymes,1998,
80,81,spice up your life,spice girls,spice girls,1998,
81,82,because of you,98 degrees,98 degrees,1998,
82,83,the mummers' dance,loreena mckennitt,loreena mckennitt,1998,
83,84,all cried out,allure,allure  featuring  112,1998, 112
84,85,still not a player,big pun,big pun  featuring  joe,1998, joe
85,86,the one i gave my heart to,aaliyah,aaliyah,1998,
86,87,foolish games,jewel,jewel,1998,
87,88,love you down,inoj,inoj,1998,
88,89,do for love,tupac shakur,2pac  featuring eric williams,1998,eric williams
89,90,raise the roof,luther campbell,luke  featuring  no good but so good,1998, no good but so good
90,91,heaven,nu flavor,nu flavor,1998,
91,92,the party continues,jermaine dupri,jermaine dupri  featuring  da brat  and  usher,1998, da brat  and  usher
92,93,lesson in leavin,missy elliott,missy elliott  featuring  da brat,1998, da brat
93,94,butta love,next,next,1998,
94,95,a rose is still a rose,puff daddy,aretha franklin,1998,
95,96,4 seasons of loneliness,boyz ii men,boyz ii men,1998,
96,97,father,ll cool j,ll cool j,1998,
97,98,thinkin' bout it,gerald levert,gerald levert,1998,
98,99,nobody's supposed to be here,deborah cox,deborah cox,1998,
99,100,westside,tq,tq,1998,
0,1,believe,cher,cher,1999,
1,2,no scrubs,tlc,tlc,1999,
2,3,angel of mine,monica,monica,1999,
3,4,heartbreak hotel,whitney houston,whitney houston  featuring  faith evans  and  kelly price,1999, faith evans  and  kelly price
4,5,...baby one more time,britney spears,britney spears,1999,
5,6,kiss me,sixpence none the richer,sixpence none the richer,1999,
6,7,genie in a bottle,christina aguilera,christina aguilera,1999,
7,8,every morning,sugar ray,sugar ray,1999,
8,9,nobody's supposed to be here,deborah cox,deborah cox,1999,
9,10,livin' la vida loca,ricky martin,ricky martin,1999,
10,11,where my girls at?,702,702,1999,
11,12,if you had my love,jennifer lopez,jennifer lopez,1999,
12,13,slide,goo goo dolls,goo goo dolls,1999,
13,14,have you ever?,brandy norwood,brandy,1999,
14,15,i want it that way,backstreet boys,backstreet boys,1999,
15,16,i'm your angel,r. kelly,r. kelly  and  celine dion,1999,
16,17,all star,smash mouth,smash mouth,1999,
17,18,angel,sarah mclachlan,sarah mclachlan,1999,
18,19,smooth,santana,santana  featuring  rob thomas,1999, rob thomas
19,20,unpretty,tlc,tlc,1999,
20,21,"bills, bills, bills",destiny's child,destiny's child,1999,
21,22,save tonight,eagle-eye cherry,eagle-eye cherry,1999,
22,23,last kiss,pearl jam,pearl jam,1999,
23,24,fortunate,maxwell,maxwell,1999,
24,25,all i have to give,backstreet boys,backstreet boys,1999,
25,26,bailamos,enrique iglesias,enrique iglesias,1999,
26,27,what's it gonna be?!,busta rhymes,busta rhymes  featuring  janet,1999, janet
27,28,what it's like,everlast,everlast,1999,
28,29,fly away,lenny kravitz,lenny kravitz,1999,
29,30,someday,sugar ray,sugar ray,1999,
30,31,lately,divine,divine,1999,
31,32,that don't impress me much,shania twain,shania twain,1999,
32,33,wild wild west,will smith,will smith  featuring  dru hill  and  kool moe dee,1999, dru hill  and  kool moe dee
33,34,scar tissue,red hot chili peppers,red hot chili peppers,1999,
34,35,heartbreaker,mariah carey,mariah carey  featuring  jay-z,1999, jay-z
35,36,i still believe,mariah carey,mariah carey,1999,
36,37,the hardest thing,98 degrees,98 degrees,1999,
37,38,summer girls,lfo,lfo,1999,
38,39,can i get a...,jay-z,jay-z  featuring  amil  and  ja rule,1999, amil  and  ja rule
39,40,jumper,third eye blind,third eye blind,1999,
40,41,doo wop (that thing),lauryn hill,lauryn hill,1999,
41,42,mambo no. 5,lou bega,lou bega,1999,
42,43,sweet lady,tyrese gibson,tyrese,1999,
43,44,it's not right but it's okay,whitney houston,whitney houston,1999,
44,45,(god must have spent) a little more time on you,'n sync,'n sync,1999,
45,46,lullaby,shawn mullins,shawn mullins,1999,
46,47,anywhere,112,112  featuring  lil zane,1999, lil zane
47,48,tell me it's real,k-ci & jojo,k-ci & jojo,1999,
48,49,back 2 good,matchbox twenty,matchbox 20,1999,
49,50,808,blaque,blaque,1999,
50,51,she's so high,tal bachman,tal bachman,1999,
51,52,she's all i ever had,ricky martin,ricky martin,1999,
52,53,miami,will smith,will smith,1999,
53,54,hands,jewel,jewel,1999,
54,55,who dat,jt money,jt money  featuring  solé,1999, solé
55,56,please remember me,tim mcgraw,tim mcgraw,1999,
56,57,from this moment on,shania twain,shania twain,1999,
57,58,love like this,faith evans,faith evans,1999,
58,59,you,jesse powell,jesse powell,1999,
59,60,trippin',total,total  featuring  missy elliott,1999, missy elliott
60,61,if you,silk,silk,1999,
61,62,ex-factor,lauryn hill,lauryn hill,1999,
62,63,give it to you,jordan knight,jordan knight,1999,
63,64,black balloon,goo goo dolls,goo goo dolls,1999,
64,65,spend my life with you,eric benét,eric benét  featuring  tamia,1999, tamia
65,66,these are the times,dru hill,dru hill,1999,
66,67,i don't want to miss a thing,mark chesnutt,mark chesnutt,1999,
67,68,i do (cherish you),98 degrees,98 degrees,1999,
68,69,because of you,98 degrees,98 degrees,1999,
69,70,i will remember you,sarah mclachlan,sarah mclachlan,1999,
70,71,chanté's got a man,chanté moore,chanté moore,1999,
71,72,happily ever after,case,case,1999,
72,73,my love is your love,whitney houston,whitney houston,1999,
73,74,all night long,faith evans,faith evans  featuring  puff daddy,1999, puff daddy
74,75,back that azz up,juvenile,juvenile  featuring  mannie fresh  and  lil wayne,1999, mannie fresh  and  lil wayne
75,76,almost doesn't count,brandy norwood,brandy,1999,
76,77,man! i feel like a woman!,shania twain,shania twain,1999,
77,78,steal my sunshine,len,len,1999,
78,79,i need to know,marc anthony,marc anthony,1999,
79,80,so anxious,ginuwine,ginuwine,1999,
80,81,faded pictures,case,case  featuring  joe,1999, joe
81,82,back at one,brian mcknight,brian mcknight,1999,
82,83,when a woman's fed up,r. kelly,r. kelly,1999,
83,84,how forever feels,kenny chesney,kenny chesney,1999,
84,85,amazed,lonestar,lonestar,1999,
85,86,sometimes,kandi,britney spears,1999,
86,87,ghetto cowboy,mo thugs,mo thugs,1999,
87,88,out of my head,fastball,fastball,1999,
88,89,hard knock life (ghetto anthem),jay-z,jay-z,1999,
89,90,jamboree,naughty by nature,naughty by nature  featuring  zhané,1999, zhané
90,91,take me there,blackstreet,"blackstreet  featuring  mýa ,  mase  and  blinky blink",1999," mýa ,  mase  and  blinky blink"
91,92,stay the same,joey mcintyre,joey mcintyre,1999,
92,93,a lesson in leavin',jo dee messina,jo dee messina,1999,
93,94,iris,goo goo dolls,goo goo dolls,1999,
94,95,satisfy you,sean combs,puff daddy  featuring  r. kelly,1999, r. kelly
95,96,better days (and the bottom drops out),citizen king,citizen king,1999,
96,97,music of my heart,'n sync,'n sync  and  gloria estefan,1999,
97,98,write this down,george strait,george strait,1999,
98,99,when you believe,whitney houston,whitney houston  and  mariah carey,1999,
99,100,(god must have spent) a little more time on you,alabama,alabama  and  'n sync,1999,
0,1,breathe,faith hill,faith hill,2000,
1,2,smooth,santana,santana  featuring  rob thomas,2000, rob thomas
2,3,maria maria,santana,santana  featuring  the product g&b,2000, the product g&b
3,4,i wanna know,joe,joe,2000,
4,5,everything you want,vertical horizon,vertical horizon,2000,
5,6,say my name,destiny's child,destiny's child,2000,
6,7,i knew i loved you,savage garden,savage garden,2000,
7,8,amazed,lonestar,lonestar,2000,
8,9,bent,matchbox twenty,matchbox twenty,2000,
9,10,he wasn't man enough,toni braxton,toni braxton,2000,
10,11,higher,creed,creed,2000,
11,12,try again,aaliyah,aaliyah,2000,
12,13,"jumpin', jumpin'",destiny's child,destiny's child,2000,
13,14,thong song,sisqó,sisqó,2000,
14,15,kryptonite,3 doors down,3 doors down,2000,
15,16,there you go,pink,pink,2000,
16,17,music,madonna,madonna,2000,
17,18,doesn't really matter,janet jackson,janet jackson,2000,
18,19,what a girl wants,christina aguilera,christina aguilera,2000,
19,20,back at one,brian mcknight,brian mcknight,2000,
20,21,bye bye bye,'n sync,'n sync,2000,
21,22,you sang to me,marc anthony,marc anthony,2000,
22,23,i need to know,marc anthony,marc anthony,2000,
23,24,get it on tonite,montell jordan,montell jordan,2000,
24,25,incomplete,sisqó,sisqó,2000,
25,26,i try,macy gray,macy gray,2000,
26,27,it's gonna be me,'n sync,'n sync,2000,
27,28,that's the way it is,celine dion,celine dion,2000,
28,29,country grammar (hot shit),nelly,nelly,2000,
29,30,bring it all to me,blaque,blaque,2000,
30,31,show me the meaning of being lonely,backstreet boys,backstreet boys,2000,
31,32,hot boyz,missy elliott,"missy elliott  featuring  nas ,  eve  and  q-tip",2000," nas ,  eve  and  q-tip"
32,33,back here,bbmak,bbmak,2000,
33,34,it feels so good,sonique,sonique,2000,
34,35,absolutely (story of a girl),nine days,nine days,2000,
35,36,with arms wide open,creed,creed,2000,
36,37,be with you,enrique iglesias,enrique iglesias,2000,
37,38,come on over baby (all i want is you),christina aguilera,christina aguilera,2000,
38,39,no more,ruff endz,ruff endz,2000,
39,40,all the small things,blink 182,blink 182,2000,
40,41,the way you love me,faith hill,faith hill,2000,
41,42,i turn to you,christina aguilera,christina aguilera,2000,
42,43,never let you go,third eye blind,third eye blind,2000,
43,44,i need you,leann rimes,leann rimes,2000,
44,45,thank god i found you,mariah carey,mariah carey  featuring  joe  and  98 degrees,2000, joe  and  98 degrees
45,46,let's get married,jagged edge,jagged edge,2000,
46,47,my love is your love,whitney houston,whitney houston,2000,
47,48,then the morning comes,smash mouth,smash mouth,2000,
48,49,blue (da ba dee),eiffel 65,eiffel 65,2000,
49,50,desert rose,sting,sting  featuring  cheb mami,2000, cheb mami
50,51,the real slim shady,eminem,eminem,2000,
51,52,most girls,pink,pink,2000,
52,53,wifey,next,next,2000,
53,54,wonderful,everclear,everclear,2000,
54,55,oops!... i did it again,britney spears,britney spears,2000,
55,56,i wanna love you forever,jessica simpson,jessica simpson,2000,
56,57,give me just one night (una noche),98 degrees,98 degrees,2000,
57,58,take a picture,filter,filter,2000,
58,59,otherside,red hot chili peppers,red hot chili peppers,2000,
59,60,big pimpin',jay-z,jay-z  featuring  ugk,2000, ugk
60,61,a puro dolor,son by four,son by four,2000,
61,62,he can't love u,jagged edge,jagged edge,2000,
62,63,separated,avant,avant,2000,
63,64,i wish,carl thomas,carl thomas,2000,
64,65,u know what's up,donell jones,donell jones,2000,
65,66,faded,souldecision,souldecision  featuring  thrust,2000, thrust
